em_iters,mse_mean,mse_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,cos_sim_w1_grass_mean,cos_sim_w1_grass_std,cos_sim_w2_rock_mean,cos_sim_w2_rock_std,cluster_ari_mean,cluster_ari_std
1,0.015625,0.0,1.0,0.0,0.8000000000000003,2.220446049250313e-16,0.8888888888888891,1.1102230246251565e-16,0.6588314867498931,0.16930807075002333,0.272667948768903,0.21003588802723114,0.2500125941887806,0.14684894659893907
10,0.015625,0.0,1.0,0.0,0.8000000000000003,2.220446049250313e-16,0.8888888888888891,1.1102230246251565e-16,0.8246702411128811,0.0562586898139231,0.7764175487305136,0.08380715338992036,0.5066492706229595,0.07328468508462778
