state_id,action,eligibility_infeasible,inferred_infeasible,infeasible_rate,clinical_reason
222,Surgery,True,False,1.0,allowed
223,Targeted,True,True,1.0,EGFR/ALK not eligible
223,Surgery,True,True,1.0,not first-line month
224,Targeted,True,True,1.0,EGFR/ALK not eligible
224,Surgery,True,True,1.0,not first-line month
225,Targeted,True,True,1.0,EGFR/ALK not eligible
225,Surgery,True,True,1.0,not first-line month
226,Targeted,True,True,1.0,EGFR/ALK not eligible
226,Surgery,True,True,1.0,not first-line month
227,Targeted,True,True,1.0,EGFR/ALK not eligible
227,Immuno,True,False,1.0,allowed
227,Chemo,True,False,1.0,ECOG/perf_status > 2
227,Surgery,True,True,1.0,not first-line month
228,Targeted,True,True,1.0,EGFR/ALK not eligible
228,Immuno,True,False,1.0,allowed
228,Chemo,True,True,1.0,ECOG/perf_status > 2
228,Surgery,True,True,1.0,not first-line month
229,Targeted,True,True,1.0,EGFR/ALK not eligible
229,Immuno,True,False,1.0,allowed
229,Chemo,True,True,1.0,ECOG/perf_status > 2
229,Surgery,True,True,1.0,not first-line month
230,Targeted,True,True,1.0,EGFR/ALK not eligible
230,Immuno,True,False,1.0,allowed
230,Chemo,True,True,1.0,ECOG/perf_status > 2
230,Surgery,True,True,1.0,not first-line month
231,Immuno,True,True,1.0,PD-L1 < 1%
231,Surgery,True,False,1.0,allowed
232,Immuno,True,True,1.0,PD-L1 < 1%
232,Surgery,True,True,1.0,not first-line month
233,Immuno,True,True,1.0,PD-L1 < 1%
233,Surgery,True,True,1.0,not first-line month
234,Immuno,True,True,1.0,PD-L1 < 1%
234,Surgery,True,True,1.0,not first-line month
235,Targeted,True,True,1.0,EGFR/ALK not eligible
235,Immuno,True,True,1.0,PD-L1 < 1%
235,Chemo,True,False,1.0,ECOG/perf_status > 2
235,Surgery,True,True,1.0,ECOG/perf_status > 2
236,Targeted,True,True,1.0,EGFR/ALK not eligible
236,Immuno,True,True,1.0,PD-L1 < 1%
236,Chemo,True,False,1.0,ECOG/perf_status > 2
236,Surgery,True,True,1.0,not first-line month
237,Targeted,True,True,1.0,EGFR/ALK not eligible
237,Immuno,True,True,1.0,PD-L1 < 1%
237,Chemo,True,False,1.0,ECOG/perf_status > 2
237,Surgery,True,True,1.0,not first-line month
238,Targeted,True,True,1.0,EGFR/ALK not eligible
238,Immuno,True,True,1.0,PD-L1 < 1%
238,Surgery,True,True,0.5,not first-line month
239,Targeted,True,True,1.0,EGFR/ALK not eligible
239,Immuno,True,True,1.0,PD-L1 < 1%
239,Surgery,True,True,0.5,not first-line month
240,Targeted,True,True,1.0,EGFR/ALK not eligible
240,Immuno,True,True,1.0,PD-L1 < 1%
241,Targeted,True,True,1.0,EGFR/ALK not eligible
241,Immuno,True,True,1.0,PD-L1 < 1%
242,Targeted,True,True,1.0,EGFR/ALK not eligible
242,Immuno,True,True,1.0,PD-L1 < 1%
243,Targeted,True,True,1.0,EGFR/ALK not eligible
243,Immuno,True,True,1.0,PD-L1 < 1%
244,Targeted,True,True,1.0,EGFR/ALK not eligible
244,Immuno,True,False,1.0,allowed
244,Chemo,True,False,1.0,ECOG/perf_status > 2
244,Surgery,True,True,1.0,ECOG/perf_status > 2
245,Targeted,True,True,1.0,EGFR/ALK not eligible
245,Immuno,True,False,1.0,allowed
245,Chemo,True,False,1.0,ECOG/perf_status > 2
245,Surgery,True,True,1.0,not first-line month
246,Targeted,True,True,1.0,EGFR/ALK not eligible
246,Immuno,True,False,1.0,allowed
246,Chemo,True,False,1.0,ECOG/perf_status > 2
246,Surgery,True,True,1.0,not first-line month
247,Targeted,True,True,1.0,EGFR/ALK not eligible
247,Immuno,True,False,1.0,allowed
247,Chemo,True,False,1.0,ECOG/perf_status > 2
247,Surgery,True,True,1.0,not first-line month
248,Targeted,True,True,1.0,EGFR/ALK not eligible
248,Immuno,True,False,1.0,allowed
248,Chemo,True,False,1.0,ECOG/perf_status > 2
248,Surgery,True,True,1.0,not first-line month
249,Targeted,True,True,1.0,EGFR/ALK not eligible
249,Immuno,True,True,1.0,PD-L1 < 1%
249,Surgery,True,False,1.0,allowed
250,Targeted,True,True,1.0,EGFR/ALK not eligible
250,Immuno,True,True,1.0,PD-L1 < 1%
250,Surgery,True,True,1.0,not first-line month
251,Targeted,True,True,1.0,EGFR/ALK not eligible
251,Immuno,True,True,1.0,PD-L1 < 1%
251,Surgery,True,True,1.0,not first-line month
252,Targeted,True,True,1.0,EGFR/ALK not eligible
252,Immuno,True,True,1.0,PD-L1 < 1%
252,Surgery,True,True,1.0,not first-line month
253,Targeted,True,True,1.0,EGFR/ALK not eligible
253,Immuno,True,False,1.0,allowed
253,Chemo,True,False,1.0,ECOG/perf_status > 2
253,Surgery,True,True,1.0,ECOG/perf_status > 2
254,Targeted,True,True,1.0,EGFR/ALK not eligible
254,Immuno,True,False,1.0,allowed
254,Chemo,True,False,1.0,ECOG/perf_status > 2
254,Surgery,True,True,1.0,not first-line month
255,Targeted,True,True,1.0,EGFR/ALK not eligible
255,Immuno,True,False,1.0,allowed
255,Chemo,True,False,1.0,ECOG/perf_status > 2
255,Surgery,True,True,1.0,not first-line month
256,Targeted,True,True,1.0,EGFR/ALK not eligible
256,Immuno,True,False,1.0,allowed
256,Chemo,True,False,1.0,ECOG/perf_status > 2
256,Surgery,True,True,1.0,not first-line month
257,Targeted,True,True,1.0,EGFR/ALK not eligible
257,Immuno,True,False,1.0,allowed
257,Chemo,True,False,1.0,ECOG/perf_status > 2
257,Surgery,True,True,1.0,not first-line month
258,Targeted,True,True,1.0,EGFR/ALK not eligible
258,Immuno,True,False,1.0,allowed
258,Chemo,True,False,1.0,ECOG/perf_status > 2
258,Surgery,True,True,1.0,not first-line month
259,Targeted,True,True,1.0,EGFR/ALK not eligible
259,Surgery,True,True,1.0,not first-line month
260,Targeted,True,True,1.0,EGFR/ALK not eligible
260,Immuno,True,True,1.0,PD-L1 < 1%
260,Surgery,True,True,1.0,not first-line month
261,Targeted,True,True,1.0,EGFR/ALK not eligible
261,Immuno,True,False,1.0,PD-L1 < 1%
261,Surgery,True,True,1.0,not first-line month
262,Targeted,True,True,1.0,EGFR/ALK not eligible
262,Immuno,True,False,1.0,allowed
262,Chemo,True,False,1.0,ECOG/perf_status > 2
262,Surgery,True,True,1.0,not first-line month
263,Targeted,True,True,1.0,EGFR/ALK not eligible
263,Immuno,True,False,1.0,allowed
263,Chemo,True,False,1.0,ECOG/perf_status > 2
263,Surgery,True,True,1.0,not first-line month
264,Targeted,True,True,1.0,EGFR/ALK not eligible
265,Targeted,True,True,1.0,EGFR/ALK not eligible
266,Targeted,True,True,1.0,EGFR/ALK not eligible
267,Targeted,True,True,1.0,EGFR/ALK not eligible
268,Targeted,True,True,1.0,EGFR/ALK not eligible
269,Targeted,True,True,1.0,EGFR/ALK not eligible
269,Immuno,True,False,1.0,PD-L1 < 1%
269,Surgery,True,True,1.0,not first-line month
270,Targeted,True,True,1.0,EGFR/ALK not eligible
270,Immuno,True,False,1.0,PD-L1 < 1%
270,Surgery,True,True,1.0,not first-line month
271,Targeted,True,True,1.0,EGFR/ALK not eligible
271,Immuno,True,True,1.0,PD-L1 < 1%
271,Surgery,True,False,1.0,allowed
272,Targeted,True,True,1.0,EGFR/ALK not eligible
272,Immuno,True,True,1.0,PD-L1 < 1%
272,Surgery,True,True,1.0,not first-line month
273,Targeted,True,True,1.0,EGFR/ALK not eligible
273,Immuno,True,True,1.0,PD-L1 < 1%
273,Surgery,True,True,1.0,not first-line month
274,Targeted,True,True,1.0,EGFR/ALK not eligible
274,Immuno,True,True,1.0,PD-L1 < 1%
274,Surgery,True,True,1.0,not first-line month
275,Targeted,True,True,1.0,EGFR/ALK not eligible
275,Immuno,True,False,1.0,allowed
275,Chemo,True,False,1.0,ECOG/perf_status > 2
275,Surgery,True,True,1.0,ECOG/perf_status > 2
276,Targeted,True,True,1.0,EGFR/ALK not eligible
276,Immuno,True,False,1.0,allowed
276,Chemo,True,True,1.0,ECOG/perf_status > 2
276,Surgery,True,True,1.0,not first-line month
277,Targeted,True,True,1.0,EGFR/ALK not eligible
277,Immuno,True,True,1.0,PD-L1 < 1%
277,Surgery,True,True,1.0,not first-line month
278,Targeted,True,True,1.0,EGFR/ALK not eligible
278,Surgery,True,False,1.0,allowed
279,Targeted,True,True,1.0,EGFR/ALK not eligible
279,Surgery,True,True,1.0,not first-line month
280,Targeted,True,True,1.0,EGFR/ALK not eligible
280,Surgery,True,True,1.0,not first-line month
281,Targeted,True,True,1.0,EGFR/ALK not eligible
281,Surgery,True,True,1.0,not first-line month
282,Targeted,True,True,1.0,EGFR/ALK not eligible
282,Surgery,True,True,1.0,not first-line month
283,Targeted,True,True,1.0,EGFR/ALK not eligible
283,Surgery,True,True,1.0,not first-line month
284,Targeted,True,True,1.0,EGFR/ALK not eligible
284,Immuno,True,False,1.0,allowed
284,Chemo,True,False,1.0,ECOG/perf_status > 2
284,Surgery,True,False,1.0,not first-line month
285,Targeted,True,True,1.0,EGFR/ALK not eligible
285,Immuno,True,False,1.0,allowed
285,Chemo,True,False,1.0,ECOG/perf_status > 2
285,Surgery,True,False,1.0,not first-line month
286,Targeted,True,False,1.0,allowed
286,Immuno,True,True,1.0,PD-L1 < 1%
286,Chemo,True,False,1.0,ECOG/perf_status > 2
286,Surgery,True,True,1.0,not first-line month
287,Targeted,True,False,1.0,allowed
287,Immuno,True,True,1.0,PD-L1 < 1%
287,Chemo,True,True,1.0,ECOG/perf_status > 2
287,Surgery,True,True,1.0,not first-line month
288,Targeted,True,False,1.0,allowed
288,Immuno,True,True,1.0,PD-L1 < 1%
288,Chemo,True,True,1.0,ECOG/perf_status > 2
288,Surgery,True,True,1.0,not first-line month
289,Targeted,True,False,1.0,allowed
289,Immuno,True,True,1.0,PD-L1 < 1%
289,Chemo,True,True,1.0,ECOG/perf_status > 2
289,Surgery,True,True,1.0,not first-line month
290,Targeted,True,True,1.0,EGFR/ALK not eligible
290,Surgery,True,False,1.0,allowed
291,Targeted,True,True,1.0,EGFR/ALK not eligible
291,Surgery,True,True,1.0,not first-line month
292,Targeted,True,True,1.0,EGFR/ALK not eligible
292,Surgery,True,True,1.0,not first-line month
293,Targeted,True,True,1.0,EGFR/ALK not eligible
293,Surgery,True,False,1.0,allowed
294,Targeted,True,True,1.0,EGFR/ALK not eligible
294,Surgery,True,True,1.0,not first-line month
295,Targeted,True,True,1.0,EGFR/ALK not eligible
295,Surgery,True,True,1.0,not first-line month
296,Targeted,True,True,1.0,EGFR/ALK not eligible
296,Surgery,True,True,1.0,not first-line month
297,Targeted,True,True,1.0,EGFR/ALK not eligible
297,Immuno,True,True,1.0,PD-L1 < 1%
297,Chemo,True,False,1.0,ECOG/perf_status > 2
297,Surgery,True,True,1.0,not first-line month
298,Targeted,True,True,1.0,EGFR/ALK not eligible
298,Immuno,True,True,1.0,PD-L1 < 1%
298,Surgery,True,True,1.0,not first-line month
299,Targeted,True,True,1.0,EGFR/ALK not eligible
299,Immuno,True,True,1.0,PD-L1 < 1%
299,Surgery,True,True,1.0,not first-line month
300,Targeted,True,True,1.0,EGFR/ALK not eligible
300,Surgery,True,False,1.0,allowed
301,Targeted,True,True,1.0,EGFR/ALK not eligible
301,Surgery,True,True,1.0,not first-line month
302,Targeted,True,True,1.0,EGFR/ALK not eligible
302,Surgery,True,True,1.0,not first-line month
303,Targeted,True,True,1.0,EGFR/ALK not eligible
303,Surgery,True,True,1.0,not first-line month
304,Targeted,True,True,1.0,EGFR/ALK not eligible
304,Surgery,True,True,1.0,not first-line month
305,Targeted,True,True,1.0,EGFR/ALK not eligible
305,Surgery,True,False,1.0,allowed
306,Targeted,True,True,1.0,EGFR/ALK not eligible
306,Surgery,True,True,1.0,not first-line month
307,Targeted,True,True,1.0,EGFR/ALK not eligible
307,Surgery,True,True,1.0,not first-line month
308,Targeted,True,True,1.0,EGFR/ALK not eligible
308,Surgery,True,True,1.0,not first-line month
309,Targeted,True,True,1.0,EGFR/ALK not eligible
309,Surgery,True,False,1.0,not first-line month
310,Targeted,True,True,1.0,EGFR/ALK not eligible
310,Surgery,True,False,1.0,allowed
311,Targeted,True,True,1.0,EGFR/ALK not eligible
311,Surgery,True,True,1.0,not first-line month
312,Targeted,True,True,1.0,EGFR/ALK not eligible
312,Surgery,True,True,1.0,not first-line month
313,Targeted,True,True,1.0,EGFR/ALK not eligible
313,Surgery,True,True,1.0,not first-line month
314,Targeted,True,True,1.0,EGFR/ALK not eligible
314,Surgery,True,True,1.0,not first-line month
315,Targeted,True,False,1.0,allowed
315,Immuno,True,False,1.0,allowed
315,Chemo,True,False,1.0,ECOG/perf_status > 2
315,Surgery,True,True,1.0,ECOG/perf_status > 2
316,Targeted,True,False,1.0,allowed
316,Immuno,True,False,1.0,allowed
316,Chemo,True,False,1.0,ECOG/perf_status > 2
316,Surgery,True,True,1.0,not first-line month
317,Targeted,True,False,1.0,allowed
317,Immuno,True,False,1.0,allowed
317,Chemo,True,False,1.0,ECOG/perf_status > 2
317,Surgery,True,True,1.0,not first-line month
318,Targeted,True,False,1.0,allowed
318,Immuno,True,False,1.0,allowed
318,Chemo,True,False,1.0,ECOG/perf_status > 2
318,Surgery,True,True,1.0,not first-line month
319,Targeted,True,False,1.0,allowed
319,Immuno,True,False,1.0,allowed
319,Chemo,True,False,1.0,ECOG/perf_status > 2
319,Surgery,True,True,1.0,not first-line month
321,Surgery,False,True,0.0,allowed
322,Surgery,False,True,0.0,allowed
323,Surgery,False,True,0.0,allowed
324,Targeted,True,False,1.0,EGFR/ALK not eligible
324,Immuno,True,False,1.0,allowed
324,Chemo,True,False,1.0,ECOG/perf_status > 2
324,Surgery,True,False,1.0,not first-line month
325,Targeted,True,False,1.0,EGFR/ALK not eligible
325,Immuno,True,False,1.0,allowed
325,Chemo,True,False,1.0,ECOG/perf_status > 2
325,Surgery,True,False,1.0,not first-line month
326,Targeted,True,True,1.0,EGFR/ALK not eligible
326,Surgery,True,True,1.0,not first-line month
